GSM2858678	GSM2858682	GSM2858686	GSM2858688	GSM2858690	GSM2858692	GSM2858694	GSM2858699	GSM2858701	GSM2858705	GSM2858707	GSM2858711	GSM2858713	GSM2858716	GSM2858718	GSM2858726	GSM2858727	GSM2858729	GSM2858739	GSM2858742	GSM2858746	GSM2858748	GSM2858749	GSM2858760	GSM2858761	GSM2858766	GSM2858767	GSM2858772	GSM2858780	GSM2858789	GSM2858792
100616486	5	6	6	5	6	6	5	6	6	6	5	6	7	6	7	5	6	6	5	6	7	7	7	6	5	5	5	5	5	6	7
105369748	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	5
55652	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
79022	8	8	8	8	8	8	7	8	7	7	8	8	8	8	7	8	8	8	7	8	8	7	7	8	8	7	8	8	9	9	8
5213	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	7	7	6	7	6	6	7	6	6
387856	5	5	5	5	5	5	4	5	5	4	5	5	5	5	6	4	5	5	6	5	5	5	5	5	5	6	6	5	5	5	5
341567	6	7	7	6	7	7	7	6	7	7	6	7	8	6	7	5	7	6	7	6	6	7	7	7	5	6	6	5	5	6	6
23519	4	6	5	4	5	5	5	5	5	4	6	6	4	5	4	5	4	5	5	5	4	5	6	5	5	5	5	5	5	5	4
121273	5	5	6	5	6	6	6	5	6	6	5	5	6	6	6	5	5	5	6	5	6	6	6	6	5	6	6	5	5	5	5
255411	5	6	5	6	5	5	5	6	5	5	5	5	5	5	5	4	5	5	5	6	5	6	5	5	4	5	5	5	5	5	5
100506125	5	6	5	6	7	6	7	6	6	5	6	5	6	5	6	5	6	5	6	5	5	6	5	6	5	5	5	5	5	5	6
784	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
85478	5	6	5	5	5	5	5	6	5	5	5	5	5	5	6	5	5	6	6	5	6	5	5	5	5	5	5	5	6	5	5
7471	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	6
105369758	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
84790	8	7	8	7	7	8	7	8	7	9	8	8	7	9	7	10	8	8	7	8	8	7	7	8	8	8	8	8	9	9	8
5630	5	6	6	6	7	7	7	6	6	6	6	6	6	6	6	6	5	6	7	6	6	7	6	6	5	5	6	5	5	5	6
10024	6	6	7	6	6	6	6	6	6	6	7	6	6	7	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
79962	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5
65244	8	7	7	7	7	7	7	7	7	7	7	7	7	8	7	8	7	8	7	7	8	7	7	7	7	7	8	7	9	7	7
23416	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5
25766	5	6	5	6	6	6	6	5	6	5	5	6	6	6	6	6	5	6	5	5	6	6	6	6	5	6	5	6	7	5	6
7009	5	5	5	5	5	5	5	5	5	5	5	5	5	4	6	5	5	5	5	6	5	5	5	5	4	4	5	4	4	5	5
100286844	5	5	5	5	5	5	5	5	5	6	5	5	6	6	6	5	5	5	6	5	6	6	6	5	5	5	5	5	5	5	5
101927292	5	6	5	5	6	6	6	6	5	6	5	5	6	6	5	5	5	5	5	5	5	5	6	5	5	5	6	5	4	5	5
359	5	5	5	5	4	4	5	4	4	5	4	4	5	5	5	4	5	4	4	5	4	5	5	5	4	5	5	4	4	4	4
362	6	6	8	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	7	7	6	6	7	6	7	6	6	6	6
363	5	6	6	5	6	6	5	6	5	6	5	5	6	5	5	5	6	5	5	5	5	6	6	5	5	5	5	5	5	5	5
41	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
6602	6	6	6	6	6	6	6	7	6	7	6	7	6	7	6	7	7	7	6	6	6	7	6	6	7	6	6	7	8	7	6
2819	6	6	5	6	6	6	6	5	6	6	5	5	6	5	6	5	5	5	6	6	5	6	6	6	5	6	6	5	5	5	5
84987	6	6	6	6	6	6	6	6	6	6	6	6	7	7	6	6	6	7	6	7	6	7	6	6	6	6	6	6	7	6	6
113251	8	7	8	7	7	7	7	7	7	8	7	7	7	7	7	9	7	7	7	7	7	7	7	6	7	7	7	7	9	8	7
57609	7	6	7	7	6	7	7	6	7	8	7	7	6	7	7	8	7	8	7	7	7	7	6	7	7	7	7	7	8	7	7
466	6	6	7	6	6	6	6	6	6	7	6	6	6	6	6	7	6	6	6	6	6	6	6	6	7	6	6	7	7	7	6
283471	5	5	6	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	6	6	5	5	6	5	5	5	6	5	5	5	5
25840	8	7	7	8	8	8	8	7	8	8	7	7	8	8	8	7	7	8	8	7	8	7	8	7	8	8	8	8	7	8	8
25875	7	6	7	7	7	7	7	7	7	7	7	7	6	6	7	8	7	7	7	6	7	7	7	7	7	7	7	7	8	8	7
9802	8	7	9	8	8	8	8	8	8	9	8	9	8	8	9	10	8	9	8	9	9	8	8	8	10	8	8	9	9	9	9
9498	5	6	6	5	6	5	6	5	5	5	5	5	6	6	6	5	5	5	6	5	5	6	6	6	5	6	5	5	5	5	5
6334	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5
341405	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	5	5	5
94	6	6	5	5	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6
91	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6
160622	6	6	6	6	6	5	6	5	6	6	5	5	5	5	5	6	6	5	6	5	6	6	6	6	6	6	6	5	6	6	5
3164	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6
60673	6	7	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	6	7	6	6
113523638	6	6	7	6	7	6	6	7	6	6	6	7	7	6	6	7	6	7	7	6	7	7	7	7	6	6	6	6	6	6	7
283404	6	6	6	6	6	6	6	6	6	6	5	5	6	5	5	5	5	6	6	5	5	5	6	6	5	6	6	5	5	5	6
3855	8	8	11	9	8	7	8	8	8	9	9	9	9	9	8	7	8	10	10	9	9	8	8	9	11	9	9	10	8	11	10
3892	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	7	7	6	6	6	5	6	6
100127967	4	5	5	5	5	5	4	5	5	4	4	4	4	4	4	4	4	4	4	5	5	5	4	4	4	4	5	4	4	4	4
3875	8	7	10	8	7	7	7	7	7	11	9	8	7	8	7	7	7	9	9	8	8	8	7	8	8	8	8	8	8	9	8
1975	10	8	10	10	9	10	10	9	10	10	10	10	10	10	10	12	9	10	10	9	10	9	9	9	10	10	10	10	12	10	10
23371	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	8	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6
3489	6	6	6	6	8	7	6	5	6	6	6	6	6	6	6	7	6	6	6	6	6	7	6	7	6	7	6	6	6	6	6
8435	5	5	5	6	6	6	6	6	6	5	5	5	6	5	6	5	5	5	6	5	5	6	6	6	5	6	6	5	5	5	5
283337	7	7	7	7	7	7	7	6	6	7	7	7	7	6	7	7	7	7	7	6	6	6	6	6	7	7	7	6	7	7	7
84975	6	7	6	6	6	6	7	6	6	7	6	6	6	6	6	7	7	6	6	6	6	6	6	7	6	7	7	6	7	6	6
9700	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	6	5	5	5	5	5	5	6	5	5	6	5	5
6667	7	6	8	7	7	7	7	7	8	7	7	7	7	8	7	9	7	7	7	8	7	6	7	7	8	7	7	8	8	8	8
269	6	6	5	6	6	6	6	5	6	5	5	5	6	5	5	5	5	5	6	5	5	6	6	6	5	6	6	5	5	5	5
6895	5	6	5	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	5	6	6	5	5	6	6	5	6	5	5
100652999	7	8	7	7	8	7	8	7	7	7	7	7	7	8	7	8	7	7	7	7	8	7	7	7	7	7	7	7	8	8	7
3229	6	7	7	7	7	7	7	7	7	7	7	7	7	7	8	6	6	7	7	7	7	7	7	6	6	7	6	6	6	6	7
3228	5	5	5	5	5	5	5	6	4	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
3227	7	7	7	6	7	6	7	7	6	7	6	7	6	7	6	6	6	6	7	7	6	6	7	6	6	6	6	6	6	6	6
406973	6	6	5	5	6	5	6	6	4	5	5	5	5	6	5	5	5	5	5	6	6	6	5	5	5	6	6	5	5	5	5
3224	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	5	6	6	6	7	6	6
693200	5	5	4	4	5	5	5	5	5	5	5	5	4	4	5	5	5	4	4	4	5	5	6	6	5	5	5	5	5	5	6
440101	6	5	5	5	6	5	6	5	5	5	5	5	6	6	5	4	5	5	6	5	5	7	6	5	4	5	5	4	5	5	5
400043	5	6	6	6	6	6	6	6	5	6	6	5	6	6	6	5	6	5	6	6	6	6	6	6	6	5	5	5	5	5	6
112935960	7	6	6	6	5	6	6	6	6	6	6	6	7	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6
3178	12	12	12	12	11	12	11	10	12	12	13	13	12	12	12	13	12	12	12	12	11	11	11	12	12	12	13	13	14	13	12
22818	8	7	7	7	7	7	7	8	7	8	8	7	7	8	8	9	8	8	8	8	8	8	7	8	8	7	8	8	9	8	8
442892	4	5	5	5	4	5	4	5	4	4	5	4	5	5	5	5	4	5	5	5	5	5	4	5	4	5	6	5	5	5	4
102724050	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	6	5	4	4	5	5
3071	7	7	6	7	7	7	7	7	8	7	7	7	7	7	8	9	7	7	7	7	7	7	7	7	9	8	7	6	8	7	7
5153	5	6	5	5	6	6	6	6	6	6	5	5	5	6	6	5	5	5	6	5	6	6	6	6	6	6	6	5	5	5	5
118430	10	5	5	6	16	6	17	9	5	13	5	6	5	5	8	5	5	5	17	8	6	6	6	6	5	11	6	8	5	5	5
58158	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	5	6	4	4	5	4	4	4	5	4	4	5	5
441639	5	6	5	5	7	6	6	6	5	5	7	5	6	6	6	5	7	6	6	7	6	6	5	6	5	5	6	5	5	5	5
121364	5	5	5	5	6	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	4	5
254783	6	7	6	7	7	6	7	6	7	6	6	6	6	6	5	6	5	6	6	6	5	7	6	6	5	6	6	5	5	5	6
390321	6	9	7	8	9	8	8	8	7	7	6	8	8	7	9	5	7	7	9	8	8	7	9	7	6	6	6	5	5	7	8
254786	5	6	7	6	7	6	6	6	5	6	6	6	6	6	6	5	6	5	5	5	5	5	5	6	5	5	6	5	4	5	6
390323	5	5	4	5	5	6	5	6	5	5	5	5	5	5	6	5	5	5	5	6	5	5	5	5	4	4	5	5	4	4	5
403282	5	6	5	4	5	6	6	6	5	5	5	5	5	6	5	5	5	6	6	6	5	6	6	6	5	5	5	5	4	4	5
390326	4	4	4	5	4	5	5	5	4	4	4	5	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	3	4	5
341416	5	5	6	5	6	6	6	6	6	5	4	5	5	5	5	4	5	6	5	4	6	6	5	5	4	5	5	5	4	5	5
403284	5	4	5	6	5	6	5	5	5	5	5	5	4	5	4	5	4	5	4	4	4	4	4	5	4	5	5	4	4	4	5
341418	5	5	5	5	5	6	5	7	4	6	4	3	5	5	5	5	5	5	5	5	5	4	4	4	4	4	5	5	4	4	6
121129	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	4	6	4	5	4	5	5	4	4	5	5
121130	5	4	4	5	5	5	6	5	5	5	5	5	5	5	4	4	5	5	5	4	5	5	6	5	4	6	5	4	4	4	4
196410	7	6	6	6	7	6	6	6	6	6	7	6	6	6	6	7	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6
105369779	5	5	4	4	5	5	5	5	5	5	5	5	5	5	4	4	5	5	5	5	5	6	5	4	5	4	4	4	4	4	5
10220	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4	5	5	5	5
29095	7	7	7	7	7	7	7	6	7	7	7	7	6	7	7	8	7	7	7	6	7	6	6	6	7	6	7	7	7	8	7
440104	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	6
1606	7	7	6	6	7	7	7	7	7	6	6	6	6	6	7	7	7	7	7	6	7	6	7	7	7	8	7	7	7	7	7
1017	7	7	8	7	7	7	7	7	7	7	7	8	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	8	7	9	7
5869	8	8	8	8	8	8	8	8	8	9	8	8	8	8	9	9	8	8	9	9	8	8	8	8	9	8	8	8	9	8	8
6821	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
64375	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	5	6	6	6	5	6	5	5	6	5	6
6231	9	9	9	10	8	8	9	8	9	9	9	10	10	9	10	9	9	9	9	10	9	9	9	8	9	9	9	8	10	9	10
6171	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12	12
84872	6	6	6	7	6	7	6	7	6	7	6	6	7	7	7	6	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6
23344	7	6	7	7	7	6	7	6	7	7	7	7	6	7	7	9	7	7	7	7	7	7	6	6	8	7	7	8	8	8	6
79035	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
283375	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	6	5	5	5	5
93058	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	6	5	6	5	5	5	5	5	6	5	5	6	5	5
51561	5	6	6	5	6	5	6	5	6	6	6	5	6	5	6	5	5	5	6	5	5	6	6	6	5	5	6	5	5	5	5
283377	7	6	7	6	6	6	7	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	7	6	7	7	6	7	7	6
5939	8	8	7	8	8	8	8	8	8	8	8	8	7	8	7	8	8	7	8	7	7	8	8	8	9	8	7	8	8	7	8
8630	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5
11318	6	5	5	5	6	6	5	5	6	5	6	5	5	6	5	5	5	5	5	5	5	6	5	5	5	6	5	5	5	5	5
4665	6	6	7	6	6	6	6	6	6	6	6	7	6	7	6	7	7	6	6	6	6	6	7	6	7	6	7	7	7	7	6
4035	8	7	7	9	9	9	8	8	8	10	8	8	8	9	10	13	9	9	9	10	8	9	9	9	11	9	8	10	9	9	9
100302201	8	8	7	8	8	8	8	6	8	7	8	7	7	7	7	7	6	7	8	6	7	8	8	8	7	8	8	7	7	7	7
11247	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6
6472	7	7	8	7	7	7	7	7	7	8	8	7	7	8	7	9	7	8	8	8	8	7	7	7	8	7	8	8	8	8	8
3626	5	5	5	5	6	5	6	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4	4	4	4
83729	5	6	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	6	5	5	4	5	5	5	4	5	5
2735	6	6	5	6	6	6	6	5	6	6	6	5	5	6	5	5	5	5	6	5	5	6	6	6	5	6	6	5	5	5	5
4141	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	8	7	8	7	7	7	7	7	7	8	8	8	8	9	8	8
114785	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	8	8	8	7
3798	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	4	5	5
79837	7	6	6	6	6	6	6	6	6	7	6	7	6	6	6	6	7	7	7	7	6	6	6	6	7	6	6	7	7	7	6
196403	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
10956	9	8	9	8	8	8	8	8	8	9	8	9	8	8	9	12	9	10	9	10	10	10	9	9	10	9	9	9	10	9	9
100130776	4	4	4	5	4	4	5	5	5	4	4	5	5	4	5	5	5	5	5	5	5	5	4	4	5	5	5	5	5	5	4
6302	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7
92979	5	5	5	5	6	5	5	5	5	6	5	6	5	5	5	5	5	5	5	5	6	6	5	5	5	5	5	5	5	6	5
91419	6	5	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	5	6	6	6	6	6	6	6	6	5	6	6	5
105369785	4	4	4	5	4	5	5	5	4	5	4	5	4	5	5	4	5	5	5	6	5	5	5	5	4	4	5	4	4	4	5
100506869	5	6	5	6	6	6	6	5	6	5	5	5	5	5	5	5	5	5	5	5	5	6	5	6	5	6	6	5	5	5	6
9958	7	6	6	6	6	6	7	7	7	7	6	7	6	6	7	9	7	7	6	7	7	6	7	6	7	7	6	8	8	7	7
23041	7	7	7	7	7	8	7	6	7	7	7	7	6	7	8	9	7	8	7	7	7	7	7	7	8	8	7	9	9	8	7
10329	6	6	7	6	7	7	6	6	6	7	7	6	6	6	6	7	6	6	7	6	6	6	6	7	7	7	7	7	8	7	6
57522	6	6	7	6	7	7	7	6	6	7	6	6	6	6	6	8	6	6	7	6	7	6	6	6	6	6	6	7	9	7	6
11260	8	7	8	8	7	7	7	7	8	8	9	8	7	7	7	11	7	8	8	8	7	7	7	7	8	8	8	11	11	9	8
29110	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	8	6	6	6	6	6	6	6	6	7	6	6	7	7	6	6
283349	7	6	7	7	7	6	7	6	7	7	7	7	6	7	7	8	7	9	6	7	7	6	6	6	7	7	7	9	7	7	7
693129	7	7	7	8	8	8	9	7	7	8	8	7	8	6	7	6	9	6	7	6	7	7	7	7	6	6	7	6	7	7	7
23329	5	6	6	5	6	5	6	7	5	5	6	5	7	5	6	5	5	6	6	5	5	6	6	5	5	5	5	4	5	5	5
23592	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	7	6	7	6	6	6	6	6	6	6	6	6	9	8	8	6
253827	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	7	6	7	6
103625681	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	6	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7
11213	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6
92797	6	6	6	6	6	6	6	6	6	6	6	6	7	6	7	6	6	7	6	6	6	6	6	6	7	6	7	7	7	7	6
55832	7	6	7	6	6	6	6	6	6	7	7	7	6	7	7	8	7	7	6	6	7	6	6	6	7	6	7	8	9	7	6
100507175	5	5	5	5	6	5	5	6	5	5	5	5	5	5	5	4	5	5	5	6	5	5	5	5	4	5	5	5	4	5	5
8445	7	7	7	7	6	7	7	7	7	7	6	7	7	6	7	7	7	7	6	7	7	7	6	7	7	7	6	7	7	7	7
101927922	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	6	5	6	4	4	5	4	4	4	4
100885789	5	6	5	5	5	5	5	6	6	5	5	6	6	6	6	5	5	5	5	5	5	5	6	5	6	6	6	4	5	5	5
57122	6	6	7	6	6	6	6	6	6	7	7	7	6	6	6	8	7	6	6	6	6	6	6	6	7	6	6	9	8	7	6
55508	7	7	7	7	7	7	7	7	7	7	6	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7
4193	8	7	8	8	7	8	7	7	8	7	7	8	7	7	8	8	7	7	7	8	7	7	8	7	8	8	8	9	9	8	8
11052	7	7	8	8	7	7	7	7	7	7	8	8	7	7	7	9	8	8	7	8	7	7	7	7	8	7	7	10	10	8	7
4069	8	7	6	9	9	9	7	8	12	10	9	11	10	10	14	11	13	12	9	15	11	9	10	6	14	12	9	8	12	8	10
8089	6	6	6	6	6	6	6	6	6	6	6	6	5	6	7	6	6	6	6	6	6	6	6	6	6	6	6	8	7	6	6
10818	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	7	7	6	6
100500868	5	5	4	5	5	5	5	5	5	5	4	4	4	5	5	4	6	4	6	5	5	5	5	5	4	5	5	4	4	4	4
10576	8	7	9	8	7	7	7	7	8	9	9	8	7	8	7	10	8	8	8	7	8	7	7	7	8	8	8	10	11	9	7
4848	8	7	8	8	7	7	7	7	8	8	7	8	7	7	8	9	8	8	8	7	8	7	7	7	8	7	8	9	9	8	7
27345	6	5	6	6	6	6	6	6	6	6	6	5	6	5	6	5	6	5	5	6	6	6	6	6	5	5	5	6	5	6	6
8549	5	6	5	5	6	6	6	7	5	5	6	5	6	6	5	5	5	5	5	5	5	5	5	7	7	5	5	6	5	5	5
23011	8	6	8	8	6	7	7	6	7	7	7	7	7	6	6	9	7	7	8	7	7	7	6	7	8	8	7	10	9	8	7
64786	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	7	7	7	6
121278	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4	4	4	5
29953	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	4	5	5	4	7	4	5
101928137	5	5	5	6	5	5	5	5	5	6	5	5	5	5	5	4	6	4	6	4	5	5	5	5	4	5	5	5	4	5	5
552889	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	8	8	7	7
100130268	5	5	5	5	5	6	5	6	5	6	5	5	5	5	5	5	5	5	5	6	5	5	5	5	4	5	5	5	4	5	5
256710	6	5	5	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	5	7	6	6	6	5	5	5	5	5	5	6
144321	5	6	6	5	6	6	6	6	6	6	5	5	6	5	6	5	5	6	6	5	6	5	5	6	5	6	6	5	5	5	5
11010	8	6	7	7	7	7	7	8	8	7	7	7	6	7	8	10	8	7	7	7	8	7	7	7	8	8	7	8	8	9	7
105369848	5	6	5	6	5	6	5	5	5	5	5	6	5	5	5	5	5	5	6	5	5	6	6	6	5	5	6	5	5	5	5
105369850	7	7	6	6	8	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	7	7	6	6	6	7	6	6	6	7
23390	7	6	6	7	6	7	7	7	7	7	7	6	6	6	7	7	6	7	6	7	6	7	7	6	6	7	6	6	7	7	6
89795	6	6	6	6	7	7	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	7	6	7	6	5	6	6	5	6	6
6857	5	6	5	6	6	6	5	5	5	6	6	6	6	6	6	6	5	6	6	6	6	7	6	6	5	5	5	5	6	6	6
100302136	6	6	5	5	6	6	6	6	6	5	5	6	5	7	5	5	5	5	7	6	7	7	7	6	5	5	6	6	5	6	6
283310	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	4	5	5
374462	5	6	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5
4618	5	4	4	5	5	4	5	5	5	5	5	5	5	5	4	4	5	5	5	5	5	5	5	5	4	5	5	4	4	5	5
4617	5	5	5	5	5	5	5	4	5	5	5	4	6	5	4	4	5	5	4	5	4	5	5	4	4	4	4	4	4	4	5
101928420	5	6	5	6	6	6	6	6	6	6	5	6	5	6	6	5	6	6	6	6	5	6	7	6	5	5	5	5	5	5	5
79611	5	5	5	6	6	6	5	5	5	6	5	5	6	5	5	8	5	5	5	6	6	5	5	6	5	5	6	6	4	5	5
100616133	5	5	4	5	6	4	4	6	5	6	5	5	5	5	6	4	4	5	5	6	6	5	5	5	4	4	6	4	4	4	5
102724663	5	6	6	6	6	6	6	5	6	5	6	5	6	5	5	5	5	5	6	5	5	6	6	5	5	6	6	5	4	5	5
101928449	5	5	5	5	5	5	5	5	4	5	5	5	4	5	5	4	5	5	6	5	5	5	4	4	4	5	5	4	4	4	5
84190	5	5	5	6	5	6	5	6	5	6	5	5	5	5	5	6	5	5	5	5	6	5	5	6	5	5	5	5	6	5	6
160335	5	5	5	5	5	5	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5
84125	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	5	5	5	4	4	5	5
8092	5	5	5	5	6	5	5	6	5	5	5	5	5	5	5	4	6	5	5	5	5	6	6	5	5	5	5	5	4	5	5
4922	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	4	5	5	5	6	5	4	6	5	4	5	5	4	4	4	5
91298	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
160418	7	6	6	6	6	6	6	6	6	6	7	6	6	6	6	9	7	7	6	6	7	6	6	7	7	7	6	7	8	7	6
105369891	4	4	4	5	5	5	6	5	5	5	5	5	5	5	6	4	6	5	5	5	5	5	6	5	4	5	4	5	4	5	4
439916	4	5	5	5	5	5	6	5	5	5	5	5	5	5	5	4	5	5	5	4	5	5	5	5	4	5	5	4	4	5	5
105369900	4	4	4	4	5	5	5	4	4	5	4	4	5	4	5	5	4	5	4	4	4	8	5	6	4	5	5	4	4	4	4
440107	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	5	5	5	5	5	5	4	4	5	4	4	4	5
11163	8	7	7	7	8	7	8	7	7	7	8	7	7	8	7	8	8	7	7	8	7	7	7	7	7	7	7	7	9	7	7
28977	7	6	7	6	7	6	6	7	7	6	8	7	6	7	6	8	7	6	6	6	6	7	6	7	7	7	7	8	9	8	7
8835	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	4	5	5
8738	4	5	4	5	5	5	4	6	5	6	5	4	5	5	4	5	5	5	4	6	6	5	5	5	4	4	5	4	4	4	5
10154	7	7	6	7	7	8	7	7	7	8	7	7	7	7	7	7	8	7	7	7	7	7	7	7	9	8	7	7	8	7	7
144486	5	6	5	5	5	6	5	5	5	5	6	5	5	6	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	6	5
160313	5	5	5	5	5	4	5	4	6	5	5	5	5	6	5	4	6	6	5	6	7	5	4	5	5	6	5	5	4	6	6
55591	8	7	7	7	7	7	7	7	7	8	9	8	7	7	7	9	9	7	7	7	7	7	7	7	9	8	7	9	9	9	7
