GSM2858678	GSM2858682	GSM2858686	GSM2858688	GSM2858690	GSM2858692	GSM2858694	GSM2858699	GSM2858701	GSM2858705	GSM2858707	GSM2858711	GSM2858713	GSM2858716	GSM2858718	GSM2858726	GSM2858727	GSM2858729	GSM2858739	GSM2858742	GSM2858746	GSM2858748	GSM2858749	GSM2858760	GSM2858761	GSM2858766	GSM2858767	GSM2858772	GSM2858780	GSM2858789	GSM2858792
83442	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	7	8	7	7	7	7	7	7	7	7	8	8	8
1043	8	8	7	7	8	8	9	8	10	7	8	8	7	7	10	8	8	8	8	8	8	8	9	7	9	10	9	7	8	8	8
79727	6	6	5	6	6	6	6	6	6	5	6	6	7	6	6	5	5	5	5	6	5	6	6	6	5	6	6	5	5	5	5
79947	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
3151	10	10	11	10	10	10	10	9	10	10	10	10	10	10	10	12	10	10	10	10	10	9	9	10	10	10	10	11	11	12	10
6195	6	6	6	6	6	6	6	6	7	6	6	6	7	6	7	7	6	7	6	7	6	6	6	6	7	6	6	6	7	7	7
8289	8	7	8	7	7	7	7	7	8	7	8	8	7	8	8	8	7	7	7	8	8	7	7	7	8	8	7	8	9	9	8
55650	6	6	5	5	6	6	6	5	6	5	6	5	6	5	5	5	5	5	6	5	5	5	6	6	5	6	5	6	6	6	6
84243	7	7	7	6	7	7	7	7	7	6	7	7	7	7	7	7	7	7	6	7	6	6	6	6	7	7	7	7	7	8	7
2810	8	8	9	8	8	8	7	8	7	7	8	8	8	8	7	8	8	8	7	9	8	7	7	9	9	8	8	10	8	9	9
10726	8	8	8	7	7	8	7	7	8	8	8	8	8	8	8	9	7	8	7	8	7	7	7	8	8	8	7	8	9	9	8
388610	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6
4869	13	11	12	12	10	11	11	11	12	11	14	13	11	11	11	16	11	13	12	11	11	10	11	12	12	12	12	12	16	14	12
23038	6	7	7	6	7	7	6	7	7	6	7	7	6	7	7	7	6	7	6	7	7	6	6	6	7	7	7	7	7	8	7
84958	6	6	6	5	6	6	6	5	6	6	6	6	6	6	6	5	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6
2827	5	6	5	5	5	5	5	5	5	5	5	4	4	5	4	5	5	5	4	4	5	4	5	5	4	5	4	5	5	5	5
199870	6	7	6	6	6	6	6	6	6	6	6	7	7	6	6	7	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7
23673	7	7	7	7	7	7	6	7	7	7	6	7	7	7	7	9	7	8	6	7	7	6	7	7	8	7	7	8	8	8	7
5511	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	7	8	8	6
677774	8	9	11	9	7	8	7	8	9	9	9	10	9	9	10	8	10	9	8	9	9	8	8	7	8	7	7	8	10	9	8
9473	7	7	6	7	7	7	7	7	7	7	6	6	7	7	7	8	7	6	6	7	6	6	7	7	8	7	7	7	7	7	7
27293	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5
55113	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	7	7
93974	8	8	8	7	8	8	8	7	8	8	8	8	8	8	8	9	7	8	7	9	8	7	7	7	8	8	8	8	9	9	8
83667	6	5	5	5	5	5	5	6	5	6	5	5	5	6	5	6	5	5	5	6	5	5	5	5	5	5	5	5	5	6	6
54797	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
65979	8	8	8	8	8	8	8	8	7	8	8	8	8	8	8	8	8	8	7	8	8	8	8	8	9	8	7	8	8	10	8
1104	7	7	7	6	7	7	6	7	7	7	7	7	7	7	7	7	7	7	6	7	7	6	7	7	7	7	6	7	8	8	7
8420	16	17	19	17	16	18	15	18	17	18	18	19	19	18	19	19	18	19	16	19	18	17	18	16	19	16	16	18	19	19	19
54952	7	7	7	6	6	6	6	6	6	7	7	7	7	7	6	7	6	6	6	7	6	6	6	7	7	7	7	7	6	8	6
115273	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	6	6
105378616	5	6	5	5	6	6	6	5	6	6	6	5	5	6	6	5	5	5	6	5	5	5	6	5	5	6	6	5	5	5	6
10691	7	7	7	7	7	7	7	7	7	6	7	7	7	6	6	7	7	6	7	7	7	6	7	7	8	7	7	7	7	7	7
51441	7	7	7	6	7	6	7	7	7	7	7	7	6	7	6	7	7	7	6	7	7	6	6	6	7	7	6	7	8	8	7
4985	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5
2035	7	7	7	6	6	7	7	6	7	7	7	8	7	7	7	6	7	7	6	7	7	6	7	6	7	7	7	7	8	8	7
10076	6	6	7	6	6	6	6	6	6	6	7	7	6	7	6	6	6	7	6	6	7	6	6	6	8	6	6	7	7	7	7
100129196	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
51538	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	7	6	6	6	6	6	6	6	6	7	6	6	6	7	7	6
347735	7	6	7	7	6	6	6	6	6	7	7	6	6	6	6	6	6	6	6	8	7	7	6	7	7	7	6	6	6	7	7
149086	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	6	5	5	5	5	5	5	5
64129	6	6	7	6	6	6	6	6	6	7	7	6	6	6	6	5	6	7	6	6	6	6	6	7	7	6	6	6	6	6	6
3061	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
10657	8	7	8	7	7	7	7	7	7	7	8	8	7	8	7	8	7	8	7	8	7	7	7	7	8	7	7	8	9	9	7
55116	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
23633	7	7	7	7	7	7	7	7	7	7	8	7	7	7	6	8	7	7	7	7	7	7	7	8	8	7	7	8	8	9	7
200081	8	7	8	7	7	7	7	7	7	8	9	8	7	8	7	9	8	8	7	10	8	8	7	8	9	7	7	8	8	9	8
79140	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	7	6	6	6	6	6	6	6	6	6	6	6
55721	6	7	7	6	7	6	6	7	6	6	6	6	7	7	7	6	6	6	7	7	7	7	6	7	6	6	7	6	6	7	7
149069	5	6	5	6	6	6	5	5	6	5	6	5	6	6	6	6	5	5	6	6	5	6	6	6	5	6	6	5	5	5	6
8668	8	7	8	8	7	7	7	8	8	8	9	8	8	8	8	9	8	8	7	8	8	7	7	8	9	7	7	8	10	9	8
84734	6	6	6	5	7	6	6	5	6	5	6	5	6	5	5	5	5	5	5	5	5	5	5	6	5	5	6	5	4	6	5
3932	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	6	6
3065	8	7	8	8	7	7	7	7	8	7	8	7	8	8	7	9	7	8	7	8	7	8	7	8	8	8	8	8	8	9	8
81629	6	6	6	6	6	6	6	6	6	5	5	6	6	6	6	5	6	6	6	7	6	6	6	6	5	5	5	5	5	6	6
5928	9	9	9	9	8	8	8	9	9	8	9	9	8	9	8	9	9	9	8	9	9	8	8	9	9	9	9	9	10	10	9
57648	7	7	7	7	6	6	6	7	6	7	7	7	7	7	6	6	7	7	7	7	7	6	6	7	7	6	6	7	6	7	7
3208	6	7	6	7	6	7	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
113451	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6
149076	7	7	8	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	8	8	7	7
101929464	6	6	6	5	6	5	6	7	5	5	6	6	6	6	5	6	6	6	6	6	6	7	6	6	5	5	6	6	6	6	6
7579	5	6	6	5	5	6	6	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	6	6	5	5	6	5	5	5	5
127540	5	5	5	5	6	6	5	6	5	6	5	5	5	6	5	5	5	6	5	5	5	5	5	5	5	5	5	5	4	5	5
402779	5	6	6	5	6	6	6	6	6	5	6	5	6	6	5	5	5	5	6	6	5	6	6	7	5	6	6	5	5	5	6
84970	5	5	5	5	6	5	5	6	5	5	5	5	5	5	5	5	5	5	6	5	5	6	6	6	5	5	5	5	5	5	5
2709	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	6	5	6	5	6
127534	5	6	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	6
2707	5	6	6	5	5	5	6	6	5	5	6	5	6	6	5	5	5	6	5	5	5	6	5	6	5	5	6	5	6	5	6
2701	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5
79830	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6
9202	8	8	8	8	7	7	7	7	8	7	9	8	7	8	7	9	8	8	7	8	8	7	7	8	9	7	8	9	9	9	8
23154	6	6	7	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	7	8	6	7	7	7	6	8
339488	5	6	5	5	5	5	5	6	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
192670	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	8	7	7	7	6	7	7	8	7	7	8	7	7	7
26523	7	7	7	7	7	7	7	7	8	7	7	8	7	7	7	8	8	7	7	7	7	7	7	8	8	7	7	8	10	7	7
192669	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	8	7	7	8	8	8	7
27285	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	4	5	5	4	4	4	4
54936	6	6	6	6	6	6	6	6	6	6	7	6	6	7	6	6	6	6	6	7	6	6	6	7	6	6	6	6	7	6	6
55700	8	7	8	7	7	7	7	7	8	8	8	8	8	8	8	9	7	8	8	8	8	7	7	8	9	8	8	8	8	8	8
9967	8	8	8	8	7	8	7	8	8	8	9	9	8	8	8	9	8	8	8	8	8	7	7	8	9	8	8	9	10	9	9
100422898	4	5	5	6	6	5	5	5	5	5	5	5	4	5	5	4	4	4	5	5	4	5	5	6	4	5	6	4	4	4	4
80149	6	7	6	6	7	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6
7802	5	6	6	6	6	6	6	6	6	5	5	5	6	5	5	6	5	5	6	5	5	6	6	6	5	5	5	5	6	5	5
55143	7	7	6	6	6	6	6	6	6	6	7	7	7	7	6	7	7	7	6	6	6	6	6	6	7	6	6	6	7	7	7
149175	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6
127687	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	5	6	6	6
51118	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7	6	6	6	6	6	6	6	7	6	6	6	6	7	7	6
100500801	4	4	5	4	5	4	4	5	4	5	4	4	5	4	4	4	4	4	5	5	4	5	4	4	4	4	4	4	4	4	5
79647	8	8	9	8	8	8	8	8	8	8	9	8	8	8	8	9	8	8	7	9	8	8	7	8	8	8	8	8	10	9	8
4725	8	8	9	7	7	7	7	8	8	8	10	9	8	9	7	10	8	9	7	9	9	7	8	8	9	8	8	9	10	8	8
23499	8	8	9	9	8	8	8	8	9	8	9	9	8	8	9	10	8	9	8	8	8	8	8	10	10	8	8	10	9	9	8
353500	4	4	4	5	4	5	4	4	5	5	5	5	4	5	4	4	4	4	5	4	4	4	4	4	5	4	5	5	4	4	4
105378668	5	5	5	6	6	5	6	5	6	5	5	5	5	6	5	4	5	5	5	4	5	6	6	5	5	5	4	4	4	5	6
84879	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	5	5	6	6	6	6	6	6	5	6	6	5	5	5	5
10487	8	8	8	9	7	8	8	8	9	9	9	8	8	8	9	11	8	9	8	9	9	7	8	9	10	9	8	9	10	10	8
6018	6	6	6	6	6	6	6	6	6	6	7	6	6	7	6	7	6	6	6	6	6	6	6	7	7	6	6	7	7	6	6
127391	6	7	6	6	6	6	6	6	6	6	6	6	7	6	6	5	6	6	6	6	6	6	7	7	5	6	6	5	5	6	6
10269	7	7	6	6	6	6	6	6	7	7	7	6	6	6	6	8	6	6	6	7	7	6	6	7	7	6	6	7	7	7	6
64744	7	7	7	7	7	7	7	7	8	7	7	7	7	7	9	9	8	8	7	7	7	7	7	7	8	8	8	7	8	7	8
65243	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
339559	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
64789	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6
127396	6	6	6	6	6	5	6	6	6	6	6	6	6	6	6	6	5	5	6	6	6	6	6	6	5	6	6	5	6	5	6
407034	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	4	6	5	6	6	4	5	6	5	5	5	5	4	5	4	4
407031	5	7	6	6	6	6	6	5	6	6	6	6	5	6	6	6	5	5	6	6	6	5	6	7	6	7	7	6	6	6	6
9132	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
1503	7	7	7	7	6	7	7	7	7	7	8	8	7	7	7	7	7	7	7	7	7	7	6	7	7	6	7	8	8	8	7
100507178	6	6	7	7	6	6	6	6	6	6	6	7	6	6	6	6	7	6	6	7	6	6	6	7	7	6	6	7	6	7	7
100132074	5	5	5	5	5	5	5	5	5	5	5	6	5	6	5	5	6	6	5	6	5	6	5	5	5	5	5	5	5	5	6
2981	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	6	6	5	5	5	5
284716	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
10465	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7
4904	12	11	13	12	10	11	10	12	13	12	14	13	13	13	12	14	12	12	11	13	12	11	10	13	14	12	12	15	15	13	13
114625	5	6	5	6	6	6	6	6	6	5	6	6	6	6	6	5	5	5	6	6	5	5	6	6	6	5	6	6	5	5	6
51058	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
440584	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	4	5	5
149465	5	6	5	5	6	6	6	5	6	5	6	5	6	5	5	5	5	5	6	5	5	5	5	6	5	6	5	5	4	5	5
128218	6	7	6	7	6	6	6	6	7	6	7	6	6	6	6	6	6	6	6	7	6	6	6	7	7	6	7	6	6	6	6
7075	6	6	5	6	6	6	6	6	6	5	6	5	5	5	6	6	5	5	6	6	5	6	6	6	5	6	6	5	5	5	5
4352	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5
991	6	6	6	6	6	6	6	7	6	6	8	6	6	7	6	7	7	6	6	6	6	6	6	6	7	6	6	8	7	8	7
23334	6	6	6	6	6	6	6	6	6	6	7	6	6	6	7	7	7	6	6	7	6	6	6	7	7	7	7	7	7	7	7
5792	8	8	9	8	7	7	7	9	8	9	9	10	8	9	8	6	9	9	7	8	9	7	7	10	10	8	8	11	10	9	9
9048	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
9670	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	7	7	6	6	6	7	6	6
1802	6	7	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	7	7	7	6	7	7	6
533	7	6	7	7	6	6	7	7	7	7	7	7	7	6	7	8	7	7	6	8	7	7	7	7	8	7	7	7	7	8	7
8704	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7
149473	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6
55929	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
55182	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6
339541	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	6
11004	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
6202	8	8	8	9	8	8	8	8	8	8	9	9	8	8	8	9	8	8	7	8	8	8	8	8	9	8	8	9	9	9	9
26811	11	11	13	13	11	11	11	13	12	12	12	13	13	12	14	11	13	11	10	12	12	12	12	12	12	11	11	12	13	11	11
1263	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	6	7	6	6	6	6	7	6
149478	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	7	7	7	7	8	7
7389	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	7	6	6
400752	6	6	6	7	7	6	7	7	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	7	6	6	5	6	6
84842	6	6	5	6	5	5	6	6	5	5	5	6	6	5	7	5	5	5	5	6	5	6	6	5	5	5	5	5	5	5	5
114034	6	6	6	6	6	6	6	6	6	5	6	5	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6
25974	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	6	5	5	5	6	5	5	5	6	6	5	5
10327	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	8	7	7	7	7	7	7	7	7	8	7	7
4678	8	7	8	8	7	7	7	7	7	7	8	8	7	7	7	8	8	8	7	8	8	6	7	8	8	7	7	8	8	8	7
51249	8	8	8	8	7	7	7	8	8	7	8	7	7	7	7	8	8	8	7	8	7	7	7	8	8	7	8	9	10	8	8
23139	7	7	7	8	7	7	7	7	7	7	7	8	7	7	7	8	7	8	7	7	7	7	7	8	8	7	7	8	7	8	7
101929626	5	6	6	6	6	5	6	6	6	5	5	6	6	4	5	4	7	5	5	5	6	5	5	6	4	5	4	4	4	5	5
10103	6	6	6	7	7	6	7	6	6	8	6	6	6	6	6	6	6	6	6	6	8	6	6	7	6	6	6	6	5	6	6
541468	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	5	4	5	5	5	5	5	4	5	4
8438	6	6	6	7	6	6	6	6	6	6	7	6	6	6	6	6	7	6	6	6	6	6	6	7	6	6	6	7	6	6	6
7388	9	8	9	8	8	8	8	8	8	8	9	9	8	8	8	9	8	10	7	10	9	7	7	9	9	8	9	10	11	9	8
387338	6	6	6	7	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	6	6	6	7	7	6	6	7	7	7	6
2166	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	7	6	6	6	6	5	6	6
127343	5	6	5	6	5	5	5	5	6	6	5	6	5	5	6	5	6	5	6	5	5	5	5	5	5	5	5	5	5	5	5
100507423	7	7	6	7	7	7	7	6	7	6	6	6	7	6	6	6	7	6	7	7	6	7	6	7	6	7	7	6	6	6	6
374973	6	7	6	7	6	6	6	6	6	6	6	6	6	6	6	6	5	5	6	6	6	6	6	6	6	7	6	6	6	7	6
100130197	6	6	5	7	6	6	6	7	6	6	5	6	6	5	5	5	5	6	6	6	5	6	6	6	5	6	6	5	6	5	5
260293	6	5	5	6	6	6	7	6	5	6	5	5	5	5	5	5	5	5	5	15	7	5	5	6	5	5	5	5	5	5	5
163720	6	6	5	5	7	6	8	5	5	6	5	5	6	5	5	4	5	5	6	6	5	5	5	6	5	6	5	5	4	5	5
284541	5	5	5	6	6	6	6	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5	5	6	4	5	5	5	5	5	5
100874253	5	5	5	6	5	5	5	4	6	5	5	4	5	5	5	5	4	5	5	5	5	5	6	5	4	5	5	4	4	5	5
51727	8	8	8	9	8	8	7	8	8	8	8	8	7	8	8	9	8	9	8	9	8	7	7	8	8	7	8	9	9	10	8
2301	6	6	6	5	6	5	5	6	5	5	5	5	6	5	5	5	6	5	5	5	6	6	5	5	5	6	6	5	5	5	5
2306	4	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	4	4	5	5
107984953	5	5	5	6	6	5	6	5	5	5	5	6	4	5	4	4	5	5	5	5	5	5	5	5	4	4	5	4	4	4	5
200010	5	5	5	6	6	6	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	6	5	6	6	5	5	5	5
101929721	5	7	6	5	6	6	7	6	6	5	6	5	7	5	5	5	5	5	6	5	5	6	6	6	5	6	6	4	5	5	5
1031	6	6	6	5	5	5	5	6	6	6	5	6	6	6	6	6	6	6	5	6	5	6	5	6	5	5	5	6	5	6	6
284546	5	6	6	6	6	6	6	5	5	6	6	6	7	6	6	5	7	5	7	5	6	6	6	6	4	6	6	5	5	5	6
26994	7	6	6	6	6	6	6	6	6	7	7	6	6	7	6	7	6	6	6	7	6	7	6	7	7	6	6	7	7	7	6
114883	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	8	8	7	7	8	7	7	7	8	8	7	7	8	8	7	7
104355143	4	6	5	5	5	5	5	5	6	5	5	6	5	5	5	5	5	5	6	6	5	5	6	5	5	5	5	4	5	5	5
91408	9	8	8	8	8	8	8	8	8	8	9	9	8	7	8	9	8	8	8	8	8	7	7	8	8	8	8	9	9	9	8
9372	6	6	6	7	6	6	6	6	6	6	7	6	6	6	6	7	7	7	6	6	6	6	6	7	6	6	6	7	8	7	6
84950	8	8	9	9	8	8	8	8	9	8	10	9	8	8	8	10	9	8	8	8	8	8	8	9	9	8	8	9	10	10	8
2882	7	8	8	8	7	7	7	7	8	7	8	7	7	7	7	8	8	8	7	7	7	7	8	8	8	8	8	9	8	8	8
348378	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	5	5	6	6
79699	6	6	6	6	6	6	6	6	6	6	6	6	6	6	6	7	6	6	6	6	5	6	5	6	7	6	6	7	7	7	6
440590	5	6	6	6	6	5	6	6	5	5	6	6	6	6	6	5	6	5	5	6	5	6	6	6	5	5	6	6	6	5	6
6342	6	6	7	7	8	7	7	6	6	6	7	6	6	6	6	7	7	6	6	7	7	7	6	7	7	6	6	7	7	7	6
127435	7	6	6	7	8	7	7	7	6	7	6	6	6	7	7	6	7	6	7	6	7	6	7	6	7	7	6	7	6	6	6
1376	6	6	5	5	6	6	5	6	6	6	6	6	6	6	5	6	5	6	5	5	6	6	6	6	6	5	5	6	6	6	6
100507564	6	6	5	6	5	6	6	5	5	5	6	5	6	6	5	6	6	6	6	6	5	5	5	7	5	5	5	6	6	6	6
105378732	7	7	6	7	7	7	7	7	6	7	7	7	8	7	6	6	7	7	7	7	7	7	7	7	6	6	6	7	6	6	7
63948	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	4	5	5	4	4	5	5
1733	5	6	5	6	6	6	6	5	6	5	6	5	6	5	5	6	5	5	6	5	5	6	6	6	5	6	6	5	5	5	6
115353	6	6	6	5	5	5	6	6	5	5	6	6	6	6	5	6	6	6	5	6	6	6	5	6	6	5	5	6	6	6	5
127428	5	6	5	6	6	5	6	6	6	6	5	5	6	5	6	6	6	5	5	6	6	6	6	5	5	5	5	5	6	5	6
51253	6	6	7	6	6	6	6	6	6	6	7	7	6	6	6	7	7	6	6	6	7	6	6	6	7	6	6	7	7	6	7
619518	6	6	6	7	5	5	6	6	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	6	6	5	6	5	6	5	6
26027	5	6	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	5
163747	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	5	5
199964	5	5	5	5	5	5	5	5	5	5	5	6	5	5	5	5	6	5	5	6	5	6	6	5	5	5	5	5	5	5	5
7809	5	6	5	5	5	6	5	6	5	5	5	5	5	5	5	5	5	5	5	5	6	5	5	6	5	5	5	5	5	5	5
255738	5	6	5	6	6	6	6	5	5	5	5	5	6	5	5	5	5	5	6	5	5	6	6	6	5	5	6	5	5	5	5
109729135	5	6	5	5	5	5	6	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	6	6	4	5	5	5	4	5	5
100616272	4	5	4	3	4	4	4	5	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	4	3	3	3	3	3	3	4
105378738	5	5	5	6	5	6	6	5	5	6	5	4	5	5	5	5	5	5	6	5	5	5	5	5	5	5	5	5	4	4	5
105378744	6	6	6	7	7	6	7	7	6	5	6	5	6	6	6	6	6	6	7	5	6	6	6	6	5	6	6	6	6	6	6
5563	5	6	6	6	6	6	6	6	6	6	6	5	6	5	6	5	6	5	6	5	5	5	6	6	5	5	5	7	5	6	5
731	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4	4	4	5
101926890	5	6	5	5	5	6	5	5	5	5	5	5	6	5	4	5	5	5	5	5	5	5	6	5	5	5	5	5	4	5	5
55277	5	6	6	6	6	5	6	7	5	5	5	6	5	5	6	5	6	5	6	6	7	5	6	6	5	5	5	5	5	5	6
51361	6	7	6	6	6	6	6	6	6	6	6	7	6	6	6	5	7	6	6	7	6	7	6	6	6	6	6	7	7	6	6
4774	7	7	8	8	8	7	8	7	7	7	7	7	7	6	7	7	7	6	7	8	8	7	7	8	6	7	7	7	9	7	7
10207	7	8	8	10	7	7	7	7	7	7	7	8	7	7	7	6	7	7	7	8	7	7	6	7	8	7	7	8	7	8	8
54596	5	5	5	5	6	6	6	5	5	5	6	5	5	6	5	5	5	6	5	5	5	6	5	5	5	5	6	5	5	5	5
7398	7	6	7	7	6	6	6	7	6	6	6	7	6	7	6	7	7	7	6	7	6	6	6	6	7	6	6	8	6	7	7
27329	5	6	6	6	6	6	6	6	6	5	5	6	6	5	5	5	6	5	5	5	6	6	6	6	5	5	5	6	5	6	6
84938	6	6	6	6	6	6	6	6	6	5	6	6	6	6	6	7	5	6	6	6	6	6	6	6	6	6	6	6	6	6	6
27022	4	5	4	4	5	5	4	5	4	5	5	5	5	5	5	4	5	5	4	5	5	5	5	4	5	4	5	4	4	4	5
